contig-100_0_0,K09933
contig-100_9_3264,K01258
contig-100_9_3265,K11072
contig-100_9_3266,K11071
contig-100_9_3267,K11070
contig-100_9_3268,K11069
contig-100_9_3269,
contig-100_9_3270,K12410
contig-100_9_3271,K00884
contig-100_9_3272,K09808
contig-100_9_3273,K09810
contig-100_9_3274,K09808
contig-100_9_3275,
contig-100_9_3276,K03723
contig-100_9_3277,K19236
contig-100_9_3278,K12151
contig-100_9_3279,K22041
contig-100_9_3280,K02014
contig-100_9_3281,
contig-100_9_3282,K03885
contig-100_9_3283,K07000
contig-100_9_3284,K01207
contig-100_9_3285,K07251
contig-100_9_3286,K07337
contig-100_9_3287,
contig-100_9_3288,K02503
contig-100_9_3289,K16088
contig-100_9_3290,K02617
contig-100_9_3291,K02616
contig-100_9_3292,K01912
contig-100_9_3293,K02615
contig-100_9_3294,K02614
contig-100_9_3295,K00074
contig-100_9_3296,K15866
contig-100_9_3297,K01692
contig-100_9_3298,K02613
contig-100_9_3299,K02612
contig-100_9_3300,K02611
contig-100_9_3301,K02610
contig-100_9_3302,K02609
contig-100_9_3303,K02618
contig-100_10_3304,K06217
contig-100_10_3305,
contig-100_10_3306,K16301
contig-100_10_3307,K07224
contig-100_10_3308,K07243
contig-100_10_3309,K11928
contig-100_10_3310,K13821
contig-100_10_3311,
contig-100_10_3312,K09017
contig-100_10_3313,
contig-100_10_3314,K06884
contig-100_10_3315,K03809
contig-100_10_3316,
contig-100_10_3317,K01085
contig-100_10_3318,
contig-100_10_3319,K07090
contig-100_10_3320,
contig-100_10_3321,
contig-100_10_3322,K08344
contig-100_10_3323,
contig-100_10_3324,
contig-100_10_3325,K03673
contig-100_10_3326,K05516
contig-100_10_3327,K18997
contig-100_10_3328,
contig-100_10_3329,K05517
contig-100_10_3330,K06141
contig-100_10_3331,K03784
contig-100_10_3332,
contig-100_10_3333,
contig-100_10_3334,K20534
contig-100_10_3335,
contig-100_10_3336,K15580
contig-100_10_3337,K19416
contig-100_10_3338,K11179
contig-100_10_3339,K01512
contig-100_10_3340,
contig-100_10_3341,
contig-100_10_3342,K06969
contig-100_10_3343,K11940
contig-100_10_3344,K06929
contig-100_10_3345,K09909
contig-100_10_3346,K01734
contig-100_10_3347,K03658
contig-100_10_3348,
contig-100_10_3349,
contig-100_10_3350,K07343
contig-100_10_3351,K13053
contig-100_10_3352,K03286
contig-100_10_3353,K09911
contig-100_10_3354,K04770
contig-100_10_3355,K01716
contig-100_10_3356,K03812
contig-100_10_3357,K09857
contig-100_10_3358,K06192
contig-100_10_3359,K03808
contig-100_10_3360,K15738
contig-100_10_3361,K12297
contig-100_10_3362,K07140
contig-100_10_3363,K18657
contig-100_10_3364,K00254
contig-100_10_3365,K00299
contig-100_10_3366,K15553
contig-100_10_3367,K04091
contig-100_10_3368,K15554
contig-100_10_3369,K15555
contig-100_10_3370,K01256
contig-100_10_3371,K00763
contig-100_10_3372,K01893
contig-100_10_3373,K09476
contig-100_10_3374,K00813
contig-100_10_3375,K01069
contig-100_10_3376,
contig-100_10_3377,K21470
contig-100_10_3378,
contig-100_10_3379,K03632
contig-100_10_3380,K03804
contig-100_10_3381,K03633
contig-100_10_3382,K06219
contig-100_10_3383,
contig-100_10_3384,
contig-100_10_3385,K00979
contig-100_10_3386,K09791
contig-100_10_3387,K09927
contig-100_10_3388,K00912
contig-100_10_3389,K11085
contig-100_10_3390,K02238
contig-100_10_3391,K02238
contig-100_10_3392,K05788
contig-100_10_3393,K02945
contig-100_10_3394,K00945
contig-100_10_3395,K07387
contig-100_10_3396,K00800
contig-100_10_3397,K00831
contig-100_10_3398,
contig-100_10_3399,K09136
contig-100_10_3400,K06212
contig-100_10_3401,K00656
contig-100_10_3402,K04069
contig-100_10_3403,
contig-100_10_3404,
contig-100_10_3405,K08219
contig-100_10_3406,
contig-100_10_3407,K07308
contig-100_10_3408,K07307
contig-100_10_3409,K07306
contig-100_10_3410,K01875
contig-100_10_3411,K07478
contig-100_10_3412,K03634
contig-100_10_3413,K03466
contig-100_10_3414,K03719
contig-100_10_3415,K00384
contig-100_10_3416,K16013
contig-100_10_3417,K16012
contig-100_10_3418,K00684
contig-100_10_3419,K02518
contig-100_10_3420,
contig-100_10_3421,K06911
contig-100_10_3422,
contig-100_11_3423,K03753
contig-100_11_3424,K03752
contig-100_11_3425,K09896
contig-100_11_3426,
contig-100_11_3427,K03673
contig-100_11_3428,
contig-100_11_3429,K02335
contig-100_11_3430,K03978
contig-100_11_3431,K09894
contig-100_11_3432,K02495
contig-100_11_3433,
contig-100_11_3434,K07712
contig-100_11_3435,K07708
contig-100_11_3436,K01915
contig-100_11_3437,K06207
contig-100_11_3438,K22110
contig-100_11_3439,K03292
contig-100_11_3440,K03292
contig-100_11_3441,K15922
contig-100_11_3442,K01785
contig-100_11_3443,K18479
contig-100_11_3444,K01671
contig-100_11_3445,K08318
contig-100_11_3446,K18478
contig-100_11_3447,
contig-100_11_3448,K20866
contig-100_11_3449,K07058
contig-100_11_3450,K07560
contig-100_11_3451,
contig-100_11_3452,K19092
contig-100_11_3453,K07746
contig-100_11_3454,K01066
contig-100_11_3455,
contig-100_11_3456,
contig-100_11_3457,K07726
contig-100_11_3458,K02380
contig-100_11_3459,K00127
contig-100_11_3460,K00124
contig-100_11_3461,K00123
contig-100_11_3462,K00123
contig-100_11_3463,K02379
contig-100_11_3464,
contig-100_11_3465,
contig-100_11_3466,
contig-100_11_3467,
contig-100_11_3468,
contig-100_11_3469,
contig-100_11_3470,K03534
contig-100_11_3471,K00001
contig-100_11_3472,K01629
contig-100_11_3473,K01813
contig-100_11_3474,K00848
contig-100_11_3475,K02855
contig-100_11_3476,K02854
contig-100_11_3477,K02856
contig-100_11_3478,K04564
contig-100_11_3479,K02526
contig-100_11_3480,K22397
contig-100_11_3481,
contig-100_11_3482,
contig-100_11_3483,
contig-100_11_3484,
contig-100_11_3485,K07640
contig-100_11_3486,K07662
contig-100_11_3487,K06006
contig-100_11_3488,K13283
contig-100_11_3489,K00850
contig-100_11_3490,K23163
contig-100_11_3491,K01521
contig-100_11_3492,
contig-100_11_3493,K03319
contig-100_11_3494,K01803
contig-100_11_3495,
contig-100_11_3496,
contig-100_11_3497,K00528
contig-100_11_3498,K02446
contig-100_11_3499,K00864
contig-100_11_3500,K02440
contig-100_11_3501,K09892
contig-100_11_3502,
contig-100_11_3503,
contig-100_11_3504,K02553
contig-100_11_3505,K02548
contig-100_11_3506,K03667
contig-100_11_3507,K01419
contig-100_11_3508,K03591
contig-100_11_3509,K05499
contig-100_11_3510,K04066
contig-100_11_3511,K02909
contig-100_11_3512,K22110
contig-100_11_3513,K03292
contig-100_11_3514,K03764
contig-100_11_3515,K01739
contig-100_11_3516,K12525
contig-100_11_3517,
contig-100_11_3518,K11751
contig-100_11_3519,K01607
contig-100_11_3520,
contig-100_11_3521,K00297
contig-100_11_3522,K03782
contig-100_11_3523,K00005
contig-100_11_3524,K08314
contig-100_11_3525,K23991
contig-100_11_3526,K11203
contig-100_11_3527,K11202
contig-100_11_3528,K00656
contig-100_11_3529,K04069
contig-100_11_3530,K11202
contig-100_11_3531,
contig-100_11_3532,K19353
contig-100_11_3533,K01595
contig-100_11_3534,K01438
contig-100_11_3535,K00145
contig-100_11_3536,K00930
contig-100_11_3537,K01755
contig-100_11_3538,K04761
contig-100_11_3539,K00322
contig-100_11_3540,K22105
contig-100_11_3541,
contig-100_11_3542,K00557
contig-100_11_3543,K16092
contig-100_11_3544,K01776
contig-100_12_3545,K08227
contig-100_12_3546,K05939
contig-100_12_3547,K02529
contig-100_12_3548,
contig-100_12_3549,K01586
contig-100_12_3550,
contig-100_12_3551,
contig-100_12_3552,
contig-100_12_3553,K02100
contig-100_12_3554,K00065
contig-100_12_3555,K01815
contig-100_12_3556,K00626
contig-100_12_3557,
contig-100_12_3558,
contig-100_12_3559,
contig-100_12_3560,K23240
contig-100_12_3561,K08970
contig-100_12_3562,
contig-100_12_3563,K00926
contig-100_12_3564,K06901
contig-100_12_3565,
contig-100_12_3566,
contig-100_12_3567,
contig-100_12_3568,K06867
contig-100_12_3569,K10972
contig-100_12_3570,K06975
contig-100_12_3571,
contig-100_12_3572,K11937
contig-100_12_3573,K11936
contig-100_12_3574,K11931
contig-100_12_3575,K11935
contig-100_12_3576,
contig-100_12_3577,K12943
contig-100_12_3578,K01823
contig-100_12_3579,K04567
contig-100_12_3580,K02836
contig-100_12_3581,K07462
contig-100_12_3582,K03981
contig-100_12_3583,K04763
contig-100_12_3584,K03840
contig-100_12_3585,K19168
contig-100_12_3586,K09159
contig-100_12_3587,K06980
contig-100_12_3588,K11068
contig-100_12_3589,K09900
contig-100_12_3590,
contig-100_12_3591,K01223
contig-100_12_3592,
contig-100_12_3593,K00281
contig-100_12_3594,K02437
contig-100_12_3595,K00605
contig-100_12_3596,K18800
contig-100_12_3597,K03185
contig-100_12_3598,K01262
contig-100_12_3599,K09895
contig-100_12_3600,K09888
contig-100_12_3601,
contig-100_12_3602,K01934
contig-100_12_3603,K00058
contig-100_12_3604,K01807
contig-100_12_3605,K05596
contig-100_12_3606,K01847
contig-100_12_3607,K07588
contig-100_12_3608,K11264
contig-100_12_3609,K22214
contig-100_12_3610,
contig-100_12_3611,K09807
contig-100_12_3612,K06895
contig-100_12_3613,K03442
contig-100_12_3614,K01624
contig-100_12_3615,K00927
contig-100_12_3616,K03472
contig-100_12_3617,K00615
contig-100_12_3618,K07387
contig-100_12_3619,K01480
contig-100_12_3620,
contig-100_12_3621,K01585
contig-100_12_3622,K00789
contig-100_12_3623,K08137
contig-100_12_3624,K02742
contig-100_12_3625,K01150
contig-100_12_3626,K09761
contig-100_12_3627,K01920
contig-100_12_3628,K07735
contig-100_12_3629,K07447
contig-100_12_3630,K02669
contig-100_12_3631,K06997
contig-100_12_3632,K02221
contig-100_12_3633,K09131
contig-100_12_3634,K02428
contig-100_12_3635,
contig-100_12_3636,K01424
contig-100_12_3637,
contig-100_12_3638,K09923
contig-100_12_3639,K03439
contig-100_12_3640,K03575
contig-100_12_3641,
contig-100_12_3642,K08306
contig-100_12_3643,K03289
contig-100_12_3644,K01581
contig-100_12_3645,K07150
contig-100_13_3646,
contig-100_13_3647,
contig-100_13_3648,
contig-100_13_3649,K03573
contig-100_13_3650,K08311
contig-100_13_3651,K08484
contig-100_13_3652,K13292
contig-100_13_3653,K00560
contig-100_13_3654,K02679
contig-100_13_3655,K02680
contig-100_13_3656,
contig-100_13_3657,K02681
contig-100_13_3658,K03583
contig-100_13_3659,K01407
contig-100_13_3660,K03582
contig-100_13_3661,K03581
contig-100_13_3662,K14682
contig-100_13_3663,K01448
contig-100_13_3664,K08304
contig-100_13_3665,K22132
contig-100_13_3666,K02426
contig-100_13_3667,K01766
contig-100_13_3668,
contig-100_13_3669,K03566
contig-100_13_3670,
contig-100_13_3671,K06968
contig-100_13_3672,K02430
contig-100_13_3673,K02431
contig-100_13_3674,K00879
contig-100_13_3675,K01818
contig-100_13_3676,K02429
contig-100_13_3677,K01628
contig-100_13_3678,K00048
contig-100_13_3679,K01146
contig-100_13_3680,K01752
contig-100_13_3681,K03837
contig-100_13_3682,K06966
contig-100_13_3683,K06879
contig-100_13_3684,K15723
contig-100_13_3685,
contig-100_13_3686,K06175
contig-100_13_3687,
contig-100_13_3688,K03535
contig-100_13_3689,K13918
contig-100_13_3690,K01706
contig-100_13_3691,K00865
contig-100_13_3692,K07678
contig-100_13_3693,K03215
contig-100_13_3694,K00951
contig-100_13_3695,K04765
contig-100_13_3696,K01937
contig-100_13_3697,K01689
contig-100_13_3698,
contig-100_13_3699,K02791
contig-100_13_3700,K01788
contig-100_13_3701,K10026
contig-100_13_3702,K01737
contig-100_13_3703,K00380
contig-100_13_3704,K00381
contig-100_13_3705,K00390
contig-100_13_3706,K09612
contig-100_13_3707,K00957
contig-100_13_3708,K00956
contig-100_13_3709,K00860
contig-100_13_3710,
contig-100_13_3711,K05589
contig-100_13_3712,K00991
contig-100_13_3713,K01770
contig-100_13_3714,K06176
contig-100_13_3715,K03787
contig-100_13_3716,K00573
contig-100_13_3717,K06194
contig-100_13_3718,K03087
contig-100_13_3719,K22489
contig-100_13_3720,K03186
contig-100_13_3721,K01612
contig-100_13_3722,K21759
contig-100_13_3723,K03555
contig-100_13_3724,
contig-100_13_3725,
contig-100_13_3726,
contig-100_13_3727,K12542
contig-100_13_3728,K12541
contig-100_13_3729,K12543
contig-100_13_3730,
contig-100_13_3731,
contig-100_14_3732,K23773
contig-100_14_3733,K09897
contig-100_14_3734,K07391
contig-100_14_3735,K01652
contig-100_14_3736,K11258
contig-100_14_3737,K00826
contig-100_14_3738,K01687
contig-100_14_3739,K01754
contig-100_14_3740,K00209
contig-100_14_3741,K02521
contig-100_14_3742,K00053
contig-100_14_3743,K03769
contig-100_14_3744,K03769
contig-100_14_3745,
contig-100_14_3746,K00757
contig-100_14_3747,K03811
contig-100_14_3748,K03656
contig-100_14_3749,K01524
contig-100_14_3750,K03732
contig-100_14_3751,K03671
contig-100_14_3752,K03628
contig-100_14_3753,K02851
contig-100_14_3754,K05790
contig-100_14_3755,K01791
contig-100_14_3756,K02472
contig-100_14_3757,K01710
contig-100_14_3758,K00973
contig-100_14_3759,K16704
contig-100_14_3760,K02805
contig-100_14_3761,K16693
contig-100_14_3762,K12582
contig-100_14_3763,K02853
contig-100_14_3764,K02852
contig-100_14_3765,K03293
contig-100_14_3766,K02498
contig-100_14_3767,K02496
contig-100_14_3768,K01719
contig-100_14_3769,K01749
contig-100_14_3770,K05851
contig-100_14_3771,K06202
contig-100_14_3772,
contig-100_14_3773,K01778
contig-100_14_3774,K09921
contig-100_14_3775,K03733
contig-100_14_3776,K20862
contig-100_14_3777,K03657
contig-100_14_3778,K03284
contig-100_14_3779,K05786
contig-100_14_3780,
contig-100_14_3781,K01058
contig-100_14_3782,K03654
contig-100_14_3783,K05835
contig-100_14_3784,
contig-100_14_3785,K05834
contig-100_14_3786,K01048
contig-100_14_3787,
contig-100_14_3788,
contig-100_14_3789,K03576
contig-100_14_3790,K00549
contig-100_14_3791,K01061
contig-100_14_3792,K00757
contig-100_14_3793,K09760
contig-100_14_3794,K03183
contig-100_14_3795,K03690
contig-100_14_3796,K03688
contig-100_14_3797,K03116
contig-100_14_3798,K03117
contig-100_14_3799,K03118
contig-100_14_3800,K03424
contig-100_14_3801,K05785
contig-100_14_3802,K03182
contig-100_14_3803,K05368
contig-100_14_3804,
contig-100_14_3805,K00847
contig-100_14_3806,
contig-100_14_3807,K00632
contig-100_14_3808,K01825
contig-100_14_3809,K01271
contig-100_14_3810,
contig-100_14_3811,K03498
contig-100_14_3812,K00230
contig-100_15_3813,K19338
contig-100_15_3814,K13635
contig-100_15_3815,
contig-100_15_3816,
contig-100_15_3817,
contig-100_15_3818,
contig-100_15_3819,
contig-100_15_3820,
contig-100_15_3821,K06221
contig-100_15_3822,K02773
contig-100_15_3823,
contig-100_15_3824,K02775
contig-100_15_3825,
contig-100_15_3826,K00008
contig-100_15_3827,
contig-100_15_3828,
contig-100_15_3829,K02784
contig-100_15_3830,K03787
contig-100_15_3831,K00008
contig-100_15_3832,
contig-100_15_3833,
contig-100_15_3834,K06889
contig-100_15_3835,
contig-100_15_3836,K03719
contig-100_15_3837,K19577
contig-100_15_3838,
contig-100_15_3839,
contig-100_15_3840,
contig-100_15_3841,
contig-100_15_3842,K07644
contig-100_15_3843,K07665
contig-100_15_3844,K06889
contig-100_15_3845,
contig-100_15_3846,
contig-100_15_3847,
contig-100_15_3848,
contig-100_15_3849,
contig-100_15_3850,
contig-100_15_3851,
contig-100_15_3852,
contig-100_15_3853,
contig-100_15_3854,
contig-100_15_3855,K03546
contig-100_15_3856,
contig-100_15_3857,
contig-100_15_3858,
contig-100_15_3859,
contig-100_15_3860,
contig-100_15_3861,
contig-100_15_3862,K05523
contig-100_15_3863,
contig-100_15_3864,
contig-100_15_3865,
contig-100_15_3866,
contig-100_15_3867,
contig-100_15_3868,K03196
contig-100_15_3869,
contig-100_15_3870,
contig-100_15_3871,K03195
contig-100_15_3872,K03204
contig-100_15_3873,K03203
contig-100_15_3874,
contig-100_15_3875,K03201
contig-100_15_3876,
contig-100_15_3877,K03200
contig-100_15_3878,K03199
contig-100_15_3879,K03197
contig-100_15_3880,K03194
contig-100_15_3881,
contig-100_15_3882,
contig-100_15_3883,K07733
contig-100_15_3884,
contig-100_15_3885,K11929
contig-100_15_3886,K01448
contig-100_15_3887,K08169
contig-100_15_3888,K02016
contig-100_15_3889,K02015
contig-100_15_3890,K02013
contig-100_15_3891,
contig-100_15_3892,
contig-100_16_3893,K06889
contig-100_16_3894,K23514
contig-100_16_3895,K07165
contig-100_16_3896,K16091
contig-100_16_3897,K23181
contig-100_16_3898,K23183
contig-100_16_3899,K23182
contig-100_16_3900,K23184
contig-100_16_3901,K16137
contig-100_16_3902,K18553
contig-100_16_3903,
contig-100_16_3904,
contig-100_16_3905,K08172
contig-100_16_3906,K01241
contig-100_16_3907,K01262
contig-100_16_3908,K02779
contig-100_16_3909,K03424
contig-100_16_3910,K02341
contig-100_16_3911,K00943
contig-100_16_3912,K07082
contig-100_16_3913,K02619
contig-100_16_3914,K09458
contig-100_16_3915,K02078
contig-100_16_3916,K00059
contig-100_16_3917,K00645
contig-100_16_3918,K00648
contig-100_16_3919,K03621
contig-100_16_3920,K02911
contig-100_16_3921,K07040
contig-100_16_3922,
contig-100_16_3923,K06179
contig-100_16_3924,K08300
contig-100_16_3925,
contig-100_16_3926,
contig-100_16_3927,K02397
contig-100_16_3928,K02396
contig-100_16_3929,K02395
contig-100_16_3930,K02394
contig-100_16_3931,K02393
contig-100_16_3932,K02392
contig-100_16_3933,K02391
contig-100_16_3934,K02390
contig-100_16_3935,K02389
contig-100_16_3936,K02388
contig-100_16_3937,K02387
contig-100_16_3938,K02386
contig-100_16_3939,K02398
contig-100_16_3940,K02399
contig-100_16_3941,K03980
contig-100_16_3942,K03810
contig-100_16_3943,K09915
contig-100_16_3944,K03790
contig-100_16_3945,K08162
contig-100_16_3946,
contig-100_16_3947,K01465
contig-100_16_3948,K12149
contig-100_16_3949,K12148
contig-100_16_3950,K02846
contig-100_16_3951,
contig-100_16_3952,
contig-100_16_3953,
contig-100_16_3954,K07146
contig-100_16_3955,K02517
contig-100_16_3956,K08161
contig-100_16_3957,
contig-100_16_3958,K12147
contig-100_16_3959,
contig-100_16_3960,K03669
contig-100_16_3961,K03670
contig-100_16_3962,K11941
contig-100_16_3963,K06132
contig-100_16_3964,K23518
contig-100_16_3965,
contig-100_16_3966,K04336
contig-100_16_3967,K04334
contig-100_16_3968,K04335
contig-100_16_3969,K04333
contig-100_16_3970,K04337
contig-100_16_3971,K04338
contig-100_16_3972,K06214
contig-100_16_3973,
contig-100_16_3974,
contig-100_16_3975,K04477
contig-100_16_3976,K12972
contig-100_17_3977,K01840
contig-100_17_3978,
contig-100_17_3979,
contig-100_17_3980,
contig-100_17_3981,
contig-100_17_3982,
contig-100_17_3983,
contig-100_17_3984,
contig-100_17_3985,K00033
contig-100_17_3986,K00012
contig-100_17_3987,K08679
contig-100_17_3988,K05789
contig-100_17_3989,K11755
contig-100_17_3990,K02500
contig-100_17_3991,K01814
contig-100_17_3992,K02501
contig-100_17_3993,K01089
contig-100_17_3994,K00817
contig-100_17_3995,K00013
contig-100_17_3996,K00765
contig-100_17_3997,
contig-100_17_3998,
contig-100_17_3999,
contig-100_17_4000,K01141
contig-100_17_4001,K08352
contig-100_17_4002,
contig-100_17_4003,K08354
contig-100_17_4004,K07258
contig-100_17_4005,K07470
contig-100_17_4006,
contig-100_17_4007,K09802
contig-100_17_4008,K16651
contig-100_17_4009,K19697
contig-100_17_4010,K04029
contig-100_17_4011,K04031
contig-100_17_4012,
contig-100_17_4013,
contig-100_17_4014,K13921
contig-100_17_4015,K13922
contig-100_17_4016,
contig-100_17_4017,
contig-100_17_4018,
contig-100_17_4019,K13923
contig-100_17_4020,
contig-100_17_4021,
contig-100_17_4022,
contig-100_17_4023,
contig-100_17_4024,K13920
contig-100_17_4025,K13919
contig-100_17_4026,K01699
contig-100_17_4027,
contig-100_17_4028,
contig-100_17_4029,K02440
contig-100_17_4030,
contig-100_17_4031,K02224
contig-100_17_4032,K02227
contig-100_17_4033,K06042
contig-100_17_4034,K02188
contig-100_17_4035,K03399
contig-100_17_4036,K02191
contig-100_17_4037,K05936
contig-100_17_4038,K02189
contig-100_17_4039,K05934
contig-100_17_4040,K05895
contig-100_17_4041,K02190
contig-100_17_4042,K03394
contig-100_17_4043,K02007
contig-100_17_4044,K02009
contig-100_17_4045,K02008
contig-100_17_4046,K02006
contig-100_17_4047,K02232
contig-100_17_4048,K02231
contig-100_17_4049,K02233
contig-100_17_4050,K00768
contig-100_17_4051,K16291
contig-100_17_4052,K02010
contig-100_17_4053,K02011
contig-100_17_4054,K02012
contig-100_18_4055,K03563
contig-100_18_4056,K01872
contig-100_18_4057,K03565
contig-100_18_4058,K03553
contig-100_18_4059,K03743
contig-100_18_4060,K08305
contig-100_18_4061,K02783
contig-100_18_4062,K02782
contig-100_18_4063,K02781
contig-100_18_4064,K00068
contig-100_18_4065,K02466
contig-100_18_4066,K02468
contig-100_18_4067,K02467
contig-100_18_4068,K12266
contig-100_18_4069,K12264
contig-100_18_4070,K12265
contig-100_18_4071,K04656
contig-100_18_4072,K05796
contig-100_18_4073,K03487
contig-100_18_4074,K02753
contig-100_18_4075,K01223
contig-100_18_4076,K19048
contig-100_18_4077,K08315
contig-100_18_4078,K15834
contig-100_18_4079,K15832
contig-100_18_4080,K15831
contig-100_18_4081,K15830
contig-100_18_4082,K15829
contig-100_18_4083,K15828
contig-100_18_4084,K15827
contig-100_18_4085,K15833
contig-100_18_4086,K04651
contig-100_18_4087,K04652
contig-100_18_4088,K04653
contig-100_18_4089,K04654
contig-100_18_4090,K04655
contig-100_18_4091,K15836
contig-100_18_4092,
contig-100_18_4093,K11604
contig-100_18_4094,K11607
contig-100_18_4095,K11605
contig-100_18_4096,K11606
contig-100_18_4097,
contig-100_18_4098,
contig-100_18_4099,
contig-100_18_4100,
contig-100_18_4101,
contig-100_18_4102,
contig-100_18_4103,K13490
contig-100_18_4104,K00575
contig-100_18_4105,K03412
contig-100_18_4106,
contig-100_18_4107,
contig-100_18_4108,
contig-100_18_4109,K10001
contig-100_18_4110,K10001
contig-100_18_4111,
contig-100_18_4112,
contig-100_18_4113,
contig-100_18_4114,K20276
contig-100_19_4115,K03273
contig-100_19_4116,K02071
contig-100_19_4117,K02072
contig-100_19_4118,K02073
contig-100_19_4119,K06080
contig-100_19_4120,K22900
contig-100_19_4121,K01881
contig-100_19_4122,K06079
contig-100_19_4123,K15034
contig-100_19_4124,
contig-100_19_4125,
contig-100_19_4126,K19000
contig-100_19_4127,K04075
contig-100_19_4128,K08234
contig-100_19_4129,K01582
contig-100_19_4130,K01962
contig-100_19_4131,K02337
contig-100_19_4132,K03470
contig-100_19_4133,K00748
contig-100_19_4134,K00677
contig-100_19_4135,K02372
contig-100_19_4136,K02536
contig-100_19_4137,K06142
contig-100_19_4138,K07277
contig-100_19_4139,K11749
contig-100_19_4140,K00981
contig-100_19_4141,K00806
contig-100_19_4142,K00099
contig-100_19_4143,K02838
contig-100_19_4144,K09903
contig-100_19_4145,K02357
contig-100_19_4146,K02967
contig-100_19_4147,K01265
contig-100_19_4148,K00990
contig-100_19_4149,K00674
contig-100_19_4150,
contig-100_19_4151,K02647
contig-100_19_4152,K04771
contig-100_19_4153,K01129
contig-100_19_4154,K01243
contig-100_19_4155,K06858
contig-100_19_4156,
contig-100_19_4157,K15724
contig-100_19_4158,K03281
contig-100_19_4159,K01845
contig-100_19_4160,K23228
contig-100_19_4161,K23227
contig-100_19_4162,K10829
contig-100_19_4163,K02014
contig-100_19_4164,K05365
contig-100_19_4165,K03579
contig-100_19_4166,K01975
contig-100_19_4167,K06206
contig-100_19_4168,K06204
contig-100_19_4169,K01894
contig-100_19_4170,K00970
contig-100_20_4171,
contig-100_20_4172,
contig-100_20_4173,
contig-100_20_4174,
contig-100_20_4175,
contig-100_20_4176,K21968
contig-100_20_4177,K21967
contig-100_20_4178,K21966
contig-100_20_4179,K21965
contig-100_20_4180,K21964
contig-100_20_4181,K01420
contig-100_20_4182,K00147
contig-100_20_4183,K00931
contig-100_20_4184,K11929
contig-100_20_4185,K11926
contig-100_20_4186,K11750
contig-100_20_4187,K00769
contig-100_20_4188,K01270
contig-100_20_4189,K02346
contig-100_20_4190,
contig-100_20_4191,
contig-100_20_4192,K03271
contig-100_20_4193,K06445
contig-100_20_4194,K13566
contig-100_20_4195,
contig-100_20_4196,
contig-100_20_4197,K13009
contig-100_20_4198,
contig-100_20_4199,
contig-100_20_4200,
contig-100_20_4201,K12519
contig-100_20_4202,K12518
contig-100_20_4203,
contig-100_20_4204,
contig-100_20_4205,
contig-100_20_4206,
contig-100_20_4207,K02342
contig-100_20_4208,K03469
contig-100_20_4209,
contig-100_20_4210,K01069
contig-100_20_4211,K08307
contig-100_20_4212,
contig-100_20_4213,
contig-100_20_4214,K19577
contig-100_20_4215,
contig-100_20_4216,K06222
contig-100_21_4217,K02014
contig-100_21_4218,
contig-100_21_4219,K03566
contig-100_21_4220,
contig-100_21_4221,
contig-100_21_4222,
contig-100_21_4223,K03326
contig-100_21_4224,K01258
contig-100_21_4225,K09982
contig-100_21_4226,
contig-100_21_4227,K05520
contig-100_21_4228,K10536
contig-100_21_4229,
contig-100_21_4230,K14052
contig-100_21_4231,K09470
contig-100_21_4232,K09473
contig-100_21_4233,K14056
contig-100_21_4234,K09472
contig-100_21_4235,K09471
contig-100_21_4236,K06282
contig-100_21_4237,K06281
contig-100_21_4238,K03620
contig-100_21_4239,K03605
contig-100_21_4240,K03619
contig-100_21_4241,K03618
contig-100_21_4242,K00425
contig-100_21_4243,K00426
contig-100_21_4244,
contig-100_21_4245,
contig-100_21_4246,K00375
contig-100_21_4247,
contig-100_21_4248,K02529
contig-100_21_4249,K03315
contig-100_21_4250,K14155
contig-100_21_4251,K06919
contig-100_21_4252,
contig-100_21_4253,
contig-100_21_4254,
contig-100_21_4255,K07733
contig-100_22_4256,
contig-100_22_4257,K08163
contig-100_22_4258,
contig-100_22_4259,
contig-100_22_4260,K19784
contig-100_22_4261,K06901
contig-100_22_4262,
contig-100_22_4263,K02039
contig-100_22_4264,K02036
contig-100_22_4265,K02038
contig-100_22_4266,K02037
contig-100_22_4267,K02040
contig-100_22_4268,K00820
contig-100_22_4269,K04042
contig-100_22_4270,K02114
contig-100_22_4271,K02112
contig-100_22_4272,K02115
contig-100_22_4273,K02111
contig-100_22_4274,K02113
contig-100_22_4275,K02109
contig-100_22_4276,K02110
contig-100_22_4277,K02108
contig-100_22_4278,K02116
contig-100_22_4279,K03501
contig-100_22_4280,K03495
contig-100_22_4281,K06205
contig-100_22_4282,K03718
contig-100_22_4283,K01914
contig-100_22_4284,
contig-100_22_4285,K03924
contig-100_22_4286,K03549
contig-100_22_4287,K06726
contig-100_22_4288,K10441
contig-100_22_4289,K10440
contig-100_22_4290,K10439
contig-100_22_4291,K00852
contig-100_22_4292,K02529
contig-100_22_4293,
contig-100_22_4294,
contig-100_23_4295,K02358
contig-100_23_4296,K03073
contig-100_23_4297,K02601
contig-100_23_4298,K02867
contig-100_23_4299,K02863
contig-100_23_4300,K02864
contig-100_23_4301,K02935
contig-100_23_4302,K03043
contig-100_23_4303,K03046
contig-100_23_4304,K02759
contig-100_23_4305,K02760
contig-100_23_4306,K03704
contig-100_23_4307,K03150
contig-100_23_4308,K03149
contig-100_23_4309,K03154
contig-100_23_4310,K03148
contig-100_23_4311,K00788
contig-100_23_4312,K03147
contig-100_23_4313,K07740
contig-100_23_4314,K03426
