locus,1042876.5_PID,1081940.5_PID,1150601.3_PID,1193146.3_PID,1193499.3_PID,1196325.3_PID,1211579.3_PID,1215087.7_PID,1215088.3_PID,1218169.3_PID,1240350.3_PID,1331671.3_PID,1399145.3_PID,1410521.3_PID,1410669.4_PID,1449986.3_PID,160488.4.RefSeq_PID,160488.4_PID,231023.4_PID,303.139_PID,303.140_PID,303.142_PID,303.167_PID,303.169_PID,303.170_PID,303.171_PID,303.172_PID,303.175_PID,303.176_PID,303.177_PID,303.178_PID,303.179_PID,303.180_PID,303.187_PID,303.188_PID,303.189_PID,303.192_PID,303.199_PID,303.200_PID,303.203_PID,303.204_PID,303.209_PID,303.212_PID,303.214_PID,303.215_PID,303.234_PID,303.237_PID,303.397_PID,303.398_PID,303.409_PID,303.410_PID,303.411_PID,303.424_PID,303.425_PID,303.426_PID,303.427_PID,303.429_PID,303.430_PID,303.431_PID,303.432_PID,303.447_PID,303.449_PID,303.450_PID,303.451_PID,303.452_PID,303.453_PID,303.473_PID,303.486_PID,303.487_PID,303.488_PID,303.489_PID,303.490_PID,303.491_PID,303.492_PID,303.493_PID,303.529_PID,303.531_PID,303.532_PID,303.533_PID,303.534_PID,303.535_PID,351746.6_PID,390235.5_PID,76869.5_PID,931281.3_PID,KT2440.csv_PID
PP_5102,96.296,100,100,100,100,100,96.296,100,96.296,96.296,94.444,97.222,93.519,96.296,97.222,96.296,100,100,100,100,93.458,100,96.296,96.296,92.523,96.296,86.916,,100,100,96.296,98.148,100,92.523,,92.593,92.593,96.296,92.593,90.741,92.593,92.593,92.593,92.593,92.593,100,87.85,100,,86.916,91.667,100,99.074,96.296,93.519,100,97.222,100,100,100,97.222,100,87.85,93.519,93.519,94.444,100,100,93.519,100,99.074,100,91.667,91.667,100,96.296,96.296,100,92.593,96.296,96.296,100,96.296,100,100,100
PP_5103,99.583,99.583,99.167,99.583,99.583,100,99.167,99.583,99.583,,94.979,99.167,93.724,99.583,99.167,100,100,100,99.583,99.583,91.213,99.583,99.583,99.167,89.958,96.653,87.448,,99.583,99.583,99.583,99.167,100,89.958,77.273,95.417,95.417,100,92.917,93.724,96.667,92.917,92.917,92.917,92.917,100,87.866,100,,87.448,97.917,99.167,99.583,99.167,93.75,100,99.583,100,100,100,99.583,100,87.5,96.25,96.25,94.142,99.583,100,94.583,99.583,99.583,99.583,96.25,96.25,100,99.167,96.653,99.583,97.083,99.167,96.653,99.583,97.071,100,99.583,100
PP_5104,94.074,100,100,100,100,99.63,99.63,100,94.444,76.613,93.704,99.63,93.333,94.074,99.63,100,100,100,100,100,92.963,100,94.074,100,92.593,94.444,89.63,,100,100,94.444,98.889,100,92.222,84.47,97.407,97.407,100,94.444,92.222,97.407,94.444,94.444,94.444,94.444,100,89.259,100,88.519,89.63,98.148,100,100,100,93.704,100,100,100,100,100,99.63,100,87.778,93.704,93.704,93.704,100,100,92.593,100,100,100,98.148,98.148,100,100,94.444,100,97.778,99.63,94.444,100,94.444,100,100,100
PP_5105,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,91.304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100
PP_5106,94.309,100,99.187,99.187,100,100,97.561,99.187,95.122,,92.623,96.748,90.244,94.309,96.748,98.374,100,,100,100,86.066,100,94.309,96.748,87.805,77.273,79.508,,99.187,98.374,95.122,98.374,100,87.805,79.675,91.057,89.431,97.561,92.683,83.607,94.309,92.683,92.683,92.683,92.683,98.361,82.787,98.374,82.787,79.508,99.187,99.187,98.374,96.748,90.164,100,97.561,100,100,99.187,96.748,100,79.508,93.496,93.496,92.623,99.187,99.187,90.244,98.374,98.374,98.374,98.374,98.374,99.187,96.748,91.87,99.187,94.309,97.561,91.87,100,92.683,98.374,99.187,100
PP_5107,94.894,99.153,99.576,99.576,99.576,99.576,96.17,99.153,96.744,95.767,92.609,94.915,86.449,95.763,94.915,97.034,100,99.474,99.576,99.576,83.83,99.576,94.894,95.763,81.277,92.34,73.191,,99.153,97.021,96.186,94.915,100,81.277,76.19,92.342,91.892,96.186,89.787,84.36,94.068,90.213,90.213,90.213,90.213,97.458,74.894,97.034,71.915,73.191,94.915,99.576,97.021,95.763,93.043,100,97.458,99.576,99.576,99.576,94.894,99.576,75.319,93.644,94.068,92.174,99.576,99.576,88.034,97.021,97.021,96.17,94.043,94.043,99.576,95.763,92.34,99.576,94.068,96.17,91.915,99.576,93.191,97.034,99.576,100
PP_5108,100,100,99.648,100,100,100,100,99.648,100,,97.518,100,97.887,99.648,100,100,100,99.621,100,99.648,94.7,100,100,100,93.662,99.296,90.845,,99.648,100,100,99.647,100,93.662,88.38,97.88,97.872,100,96.454,94.014,99.648,95.76,95.76,95.76,95.76,100,90.845,100,91.197,90.845,98.582,99.648,100,100,98.582,100,100,100,100,99.648,100,100,91.197,99.291,99.291,98.227,100,100,97.183,100,100,100,98.582,98.582,100,100,99.296,99.648,99.296,100,99.296,99.648,99.296,99.647,99.648,100
PP_5109,96.481,99.707,99.413,99.707,99.707,99.707,97.067,99.413,96.481,,93.548,97.947,95.029,96.481,97.947,97.947,100,100,99.707,99.707,87.135,99.707,96.481,97.067,85.423,92.082,85.337,,99.413,99.707,96.481,98.24,100,85.423,68.405,95.614,95.614,97.654,93.255,86.804,98.534,92.962,92.962,92.962,92.962,97.947,84.164,97.947,,85.044,92.982,99.413,99.707,97.067,92.669,100,96.774,99.707,99.707,99.707,97.654,99.707,83.871,95.015,95.015,93.548,99.707,99.707,93.548,99.707,99.707,99.707,92.982,92.982,99.707,97.067,92.082,99.413,98.534,97.067,92.082,99.707,92.082,97.947,99.413,100
PP_5110,98.206,100,100,100,100,100,99.552,100,98.206,,99.103,99.103,98.206,98.206,99.103,99.552,100,100,100,100,95.067,100,98.206,99.552,95.067,99.103,93.274,,100,100,98.206,99.552,100,94.619,,99.103,99.103,99.552,99.103,95.964,99.103,99.103,99.103,99.103,99.103,99.552,94.595,99.552,,93.274,99.552,100,100,99.552,99.552,100,99.552,100,100,100,99.103,100,93.694,98.206,98.206,99.103,100,100,98.206,100,100,100,99.552,99.552,100,99.552,99.103,100,99.103,99.552,99.103,100,98.655,99.552,100,100
PP_5111,,,98.189,,,,79.174,97.988,,,74.129,,,90.06,,,100,,,98.254,66.667,99.393,91.339,78.799,,,68.077,,98.189,97.586,92.644,80.897,100,66.3,,74.861,72.81,,72.626,,82.975,72.626,72.626,72.626,72.626,80.998,70.117,80.843,64.552,69.882,83.784,98.39,97.586,78.799,83.399,100,,99.393,99.393,95.573,,99.393,,75.228,78.22,78.09,99.595,99.393,,97.586,97.586,97.183,79.588,79.588,99.393,90.176,,98.189,82.975,79.174,,,,,,100
PP_5112,97.561,100,100,99.557,100,100,98.226,100,97.783,97.066,94.9,98.226,96.01,97.783,98.226,98.226,100,100,100,99.557,91.131,100,97.561,98.448,88.027,96.231,81.375,,100,99.778,97.783,98.448,100,88.027,74.781,94.678,94.457,98.448,95.344,88.419,97.118,95.565,95.565,95.565,95.565,98.226,82.483,98.226,82.705,81.375,95.344,100,99.778,98.448,96.231,100,98.67,100,100,99.557,98.004,100,81.596,98.004,98.004,94.457,99.778,99.778,95.122,99.778,99.778,99.778,95.787,95.787,100,98.448,96.231,100,97.118,98.226,96.452,99.557,96.231,98.226,100,100
PP_5113,96.169,99.395,98.992,99.395,99.395,99.395,96.774,98.992,94.355,,88.554,96.774,88.508,94.153,96.774,,100,100,99.395,99.395,83.333,99.194,96.169,96.976,80.522,90.161,76.353,,98.992,98.387,94.355,97.581,100,79.435,70.08,88.554,87.149,96.371,86.974,81.319,96.976,86.774,86.774,86.774,86.774,96.774,74.798,97.177,74.096,75.605,90.323,98.992,98.185,96.976,86.345,100,96.573,99.194,99.194,99.395,96.573,99.395,75.605,95.363,95.766,87.349,98.79,99.395,85.317,98.387,98.337,98.79,88.508,88.508,99.194,96.774,90.361,98.992,97.177,96.774,90.361,99.395,90.964,97.177,98.992,100
PP_5114,96,99,97.5,99,99,99,95,97.5,96.5,95.213,89,94,92,94.5,94,93.75,100,100,99,99,74.619,99,96,93.5,74.619,93.5,61.421,,97.5,98.5,96.5,98.492,100,74.619,64.286,88,88,95,87.113,77.835,95.5,85.93,85.93,85.93,85.93,97.5,61.34,97.5,60.804,61.421,96,97.5,98.5,94,88.5,100,93.97,99,99,99,94,99,60.714,94,94,88.5,99,99,81,98.193,,98,95.5,95.5,99,93.5,93,98,96,95,93.5,99,93.5,97.5,97.5,100
PP_5115,76.443,96.767,73.672,,96.934,,,73.903,77.136,,,76.905,,75.581,76.905,74.365,100,100,96.998,96.998,,,76.443,75.058,,,,,73.903,97.229,77.136,73.672,100,,,,,75.289,,,,,,,,73.903,,74.134,,,73.38,73.672,97.46,74.827,,100,75.058,,,96.767,76.905,,,67.667,68.384,,,,,97.46,97.46,97.229,74.769,74.769,97.229,75.058,,73.672,,,,96.998,,74.134,73.672,100
PP_5116,72.304,95.175,70.419,,96.053,,,70.419,72.867,,,68.271,,72.991,68.271,69.737,100,100,96.053,96.93,,,70.897,66.886,,,,,70.419,97.368,72.867,70.824,100,,,,,68.64,,,,,,,,68.597,,68.374,,,76.975,70.419,97.149,67.105,,100,69.042,,,96.93,68.49,,,61.074,61.969,,,,,96.93,96.93,97.368,72.149,72.149,94.518,67.325,,70.419,,,,96.93,,68.374,70.419,100
PP_5117,94.225,98.788,90.303,98.485,98.485,98.485,93.313,90.303,94.529,,81.515,93.009,81.763,93.313,93.009,94.529,100,100,98.485,98.182,80.428,98.485,94.225,93.617,78.328,84.451,75.758,,90.303,98.788,94.225,94.225,100,78.328,70.988,84.802,84.756,93.617,82.371,76.161,91.186,82.675,82.675,82.675,82.675,94.225,75.389,94.225,,75.758,86.626,90.303,98.788,93.617,83.686,100,94.545,98.485,98.485,98.182,93.009,98.182,73.7,91.818,91.515,83.03,98.485,98.485,80.793,98.788,98.788,98.788,87.842,87.842,98.788,93.617,84.802,90.303,91.793,93.313,85.061,98.182,85.714,94.529,90.303,100
PP_5118,92.254,97.183,95.775,97.535,97.535,97.535,94.014,95.775,92.254,91.667,85.915,94.718,81.69,92.606,94.718,91.549,100,100,97.535,97.183,82.394,97.183,91.901,94.366,80.282,86.62,77.113,,95.775,96.127,92.254,92.958,100,80.634,68.662,87.324,88.028,94.366,88.38,80.282,91.901,88.028,88.028,88.028,88.028,93.662,77.113,93.662,73.592,77.113,89.789,95.775,96.127,94.014,83.803,100,92.958,96.831,96.831,97.183,93.662,97.183,75.704,88.38,88.732,86.972,97.183,96.831,83.451,96.127,96.127,96.127,88.38,88.38,97.183,94.366,86.268,95.775,91.901,94.014,86.62,97.183,85.563,93.662,95.775,100
PP_5119,96.818,99.091,99.091,99.091,99.091,99.091,96.364,98.636,97.273,96.818,92.727,97.273,85.909,97.727,97.273,95.909,100,100,99.091,99.091,86.818,99.091,97.273,96.364,85.455,96.364,82.727,,98.636,98.182,97.273,97.738,100,85.455,65.581,89.545,89.545,96.818,92.273,82.273,95.928,92.273,92.273,92.273,92.273,98.182,81.364,98.182,80.909,82.727,95,99.091,98.182,96.364,93.182,100,96.364,99.091,99.091,99.091,97.273,99.091,82.273,95.928,95.928,93.182,99.091,99.091,91.781,98.636,98.636,98.182,95.455,95.455,99.091,96.364,96.364,99.091,95.928,96.364,95.909,99.091,96.364,97.727,99.091,100
PP_5120,92.437,98.319,97.899,97.899,97.899,98.109,91.387,98.109,91.597,,82.983,89.496,,91.387,89.496,91.387,100,99.786,97.899,97.689,79.579,98.109,92.437,91.176,76.242,86.345,72.511,,98.109,98.319,92.017,91.579,100,76.458,,82.563,82.143,90.546,82.143,76.356,84.874,82.143,82.143,82.143,82.143,76.471,72.511,84.874,71.335,72.511,85.504,97.899,98.319,91.387,,100,91.387,98.109,98.109,97.899,90.126,98.109,72.931,89.496,90.126,83.12,98.109,97.899,81.092,98.529,98.529,98.529,85.504,85.504,98.109,91.176,86.975,98.319,84.664,91.387,86.555,97.689,86.345,84.874,98.319,100
PP_5121,87.578,96.894,99.379,98.758,98.758,98.137,90.683,99.379,88.199,,78.882,,,88.199,,90.062,100,100,98.758,98.758,73.653,97.516,88.199,90.062,,79.503,61.404,,99.379,93.789,88.199,86.957,100,,,75.776,76.398,90.683,,72.05,85.093,,,,,89.441,,89.441,,61.404,82.609,99.379,95.031,90.062,,100,89.441,98.758,98.758,97.516,,98.758,60.819,85.093,85.093,77.64,98.758,98.758,,95.031,94.41,93.789,85.093,85.093,96.894,89.441,80.124,99.379,85.714,90.683,78.261,98.758,80.124,89.441,99.379,100
PP_5122,90.789,96.992,97.18,96.805,97.368,96.805,93.421,97.556,91.165,,83.271,,,90.977,,92.857,100,100,97.368,97.368,77.841,96.992,90.789,93.797,,86.466,72.83,,97.556,96.241,91.353,91.541,100,,69.68,84.211,84.398,92.669,,75.803,91.917,,,,,95.301,73.295,95.301,73.859,72.83,88.91,97.18,96.241,93.609,,100,94.173,96.992,96.992,97.556,,96.805,73.106,87.406,88.158,84.586,96.992,96.992,,95.865,95.865,96.241,87.571,87.571,96.805,93.609,87.03,97.368,91.917,93.421,86.654,97.368,86.278,95.301,97.18,100
PP_5123,100,100,100,100,100,99.371,99.371,100,99.371,74.545,98.742,98.742,98.113,99.371,98.742,99.371,100,100,100,100,96.855,100,100,99.371,96.855,96.226,96.226,,100,100,99.371,100,100,96.855,91.824,97.484,97.484,98.742,97.484,96.855,97.516,97.484,97.484,97.484,97.484,98.742,96.226,98.742,96.226,96.226,98.742,100,100,99.371,100,100,99.371,100,100,100,98.742,100,96.855,98.113,98.742,98.742,100,100,96.226,100,100,100,98.742,98.742,100,99.371,96.226,100,97.516,99.371,96.226,100,96.855,98.742,100,100
PP_5124,97.59,100,100,100,100,100,98.78,100,97.59,98.78,91.566,100,95.181,97.59,100,98.78,100,100,100,100,95.181,100,97.59,97.59,95.181,98.795,95.181,,100,100,97.59,100,100,95.181,85.542,95.181,95.181,97.561,95.181,96.386,98.795,95.181,95.181,95.181,95.181,98.795,95.181,98.795,95.181,95.181,96.386,100,100,98.78,91.566,100,98.78,100,100,100,100,100,95.181,97.59,97.59,91.566,100,100,92.771,100,100,100,96.386,96.386,100,98.78,98.795,100,98.795,98.78,98.795,100,98.795,98.795,100,100
PP_5125,99.63,99.259,100,99.63,100,99.63,98.889,99.63,100,,93.704,98.889,94.815,99.63,98.889,99.63,100,100,100,100,92.593,99.63,99.63,99.259,92.937,96.667,94.074,,100,99.63,100,99.63,100,92.937,83.772,97.778,97.037,98.889,96.667,91.852,96.667,96.296,96.667,96.667,96.667,99.63,94.052,99.63,92.193,94.815,98.148,100,99.63,99.259,95.926,100,98.889,99.63,99.63,100,98.889,99.63,94.052,97.778,98.148,96.667,99.63,99.63,92.963,99.63,99.63,99.63,96.667,96.667,99.63,99.259,96.667,99.63,96.667,98.889,97.037,100,97.037,99.63,100,100
PP_5126,96.094,99.609,98.438,99.609,99.609,99.219,96.094,98.828,97.266,,86.719,94.922,93.359,96.484,94.922,95.313,100,100,99.609,99.609,86.719,99.609,96.094,96.094,86.328,94.922,82.031,,98.828,98.047,97.266,96.875,100,86.328,77.165,89.844,89.844,96.094,93.359,83.594,96.094,92.969,92.969,92.969,92.969,98.438,82.813,98.438,81.641,82.031,93.359,98.438,98.047,96.094,90.234,100,95.313,99.609,99.609,99.609,94.922,99.609,82.813,,,87.109,99.609,99.609,92.941,98.047,98.047,98.047,93.75,93.75,99.609,96.094,95.313,98.828,96.094,96.094,94.922,99.609,94.922,98.438,98.438,100
PP_5127,97.99,99.749,99.749,99.497,99.749,99.749,98.492,99.749,97.99,,95.729,99.246,96.231,97.739,98.995,98.744,100,100,99.749,99.749,90.704,99.749,97.739,98.492,91.709,97.99,90.201,,99.749,99.749,97.99,98.241,100,91.709,84.887,96.985,96.985,98.241,96.482,91.206,98.492,96.985,96.985,96.985,96.985,99.497,90.452,99.246,89.698,90.452,98.744,99.749,99.749,98.492,95.477,100,98.744,99.749,99.749,99.749,99.246,99.749,90.201,98.744,98.744,95.729,99.749,,95.477,99.749,99.749,99.749,97.99,97.99,99.749,98.492,97.99,99.749,98.744,98.492,97.99,99.749,98.241,99.497,99.749,100
PP_5128,97.716,99.837,99.837,99.837,99.837,99.837,98.532,99.837,97.879,,96.411,98.695,99.021,98.369,98.695,98.369,100,100,99.837,99.674,96.574,99.837,97.879,98.532,96.737,99.184,95.922,,99.837,99.674,97.879,99.837,100,96.574,91.993,98.695,98.695,98.369,98.695,95.106,99.674,98.695,98.695,98.695,98.695,99.184,96.9,99.184,95.106,95.922,99.184,99.837,99.837,98.369,95.432,100,98.695,99.674,99.674,99.837,98.695,99.837,96.9,99.347,99.511,96.574,99.837,99.837,97.227,99.674,99.674,99.674,99.347,99.347,99.674,98.532,99.021,99.837,99.674,98.532,99.184,99.674,99.021,99.184,99.837,100
PP_5129,,99.441,,,,,,,,,,,,,,,100,100,99.441,,,,,,,,,,,,,,100,,,,,,,,,,,,,92.818,77.714,92.818,,,,,,,,100,,,,,,,76.19,,,80.11,,,78.632,,,,,,,,,,,,,,,,,100
PP_5130,96.011,99.145,98.86,99.43,99.145,99.145,96.296,98.86,96.866,,88.604,96.296,92.308,96.581,96.296,96.011,100,100,99.145,98.86,91.592,99.145,96.011,,,91.168,85.586,,98.86,99.43,96.296,96.296,100,,76.667,94.529,94.225,,93.636,87.179,97.436,93.636,93.636,93.636,93.636,96.581,81.586,96.581,84.345,82.621,92.308,98.86,98.86,,89.459,100,96.296,99.145,99.145,98.86,96.296,99.145,83.761,92.593,92.308,89.174,99.43,99.145,,99.43,99.43,99.43,93.732,93.732,99.145,,,98.86,97.436,96.296,,98.86,91.738,96.866,98.86,100
PP_5131,97.84,99.352,99.136,99.352,99.352,99.136,97.624,99.136,98.272,,93.305,97.408,95.937,97.84,97.408,98.056,100,100,99.352,99.352,87.905,99.352,98.056,97.84,85.097,94.168,82.684,,99.136,99.352,98.056,98.056,100,85.313,,94.6,94.168,97.624,94.168,85.355,97.408,94.168,94.168,94.168,94.168,98.704,82.863,98.704,,82.251,97.192,99.136,99.352,97.84,95.032,100,97.408,99.136,99.136,99.352,97.624,99.352,83.117,95.464,96.328,93.089,99.352,99.352,93.089,99.136,99.136,99.352,96.544,96.544,99.136,97.84,94.168,99.136,97.192,97.624,94.168,99.352,94.816,98.488,99.136,100
PP_5132,93.529,98.83,98.246,99.415,99.415,99.415,95.294,98.246,92.941,,90.85,90.196,85.965,95.294,90.588,95.882,100,99.351,99.415,99.415,81.977,99.415,94.118,94.118,81.871,88.824,75.581,,98.246,98.246,92.941,96.471,100,81.287,67.47,90.643,90.643,95.294,92.353,79.532,91.765,92.353,92.353,92.353,92.353,94.118,76.023,94.118,73.837,75,91.765,98.246,98.235,94.118,90,100,95.882,99.415,99.415,99.415,90.588,99.415,75.581,90.643,90.643,90,99.415,99.415,86.471,98.246,98.246,98.246,93.529,93.529,99.415,94.118,88.235,98.83,91.176,95.294,88.235,99.415,88.235,94.118,98.246,100
PP_5133,93.737,98.693,98.704,99.352,99.136,99.352,93.952,98.488,93.521,93.305,86.057,93.952,80.61,93.089,93.952,94.168,100,100,99.136,99.352,80.392,99.129,93.952,93.737,78.867,88.769,70.769,,98.488,98.488,93.521,93.521,100,78.649,68.241,88.985,90.065,93.952,87.257,77.996,91.793,87.473,87.473,87.473,87.473,95.248,70.153,95.248,,71.429,91.361,98.704,98.272,94.168,86.393,100,93.737,98.704,98.704,99.352,93.521,99.352,69.935,92.225,92.657,87.689,98.704,99.352,83.66,98.488,98.488,98.488,91.793,91.793,98.92,93.952,88.337,98.92,91.577,93.952,88.337,99.352,88.337,94.989,98.475,100
PP_5134,97.577,99.559,99.559,99.339,99.559,99.559,97.797,99.78,97.577,97.462,93.833,98.458,91.189,94.053,98.458,98.018,100,100,99.559,99.559,88.546,99.559,97.577,97.577,86.564,94.493,84.396,,99.78,99.339,97.577,97.357,100,87.004,,94.273,93.172,97.797,95.154,85.903,96.696,95.154,95.154,95.154,95.154,97.357,83.736,97.357,82.599,84.396,96.696,99.78,99.294,97.797,93.612,100,97.797,99.339,99.339,99.559,98.458,99.339,84.479,96.035,96.256,93.392,99.339,99.559,91.61,99.339,99.339,99.339,96.916,96.916,99.339,97.797,94.493,99.78,96.696,97.797,94.493,99.559,94.714,97.357,99.78,100
PP_5135,96.774,99.12,99.413,98.534,99.12,98.827,98.24,99.413,97.067,,95.308,97.361,,97.361,97.361,97.947,100,100,99.12,99.12,92.669,98.827,96.481,97.654,93.73,97.361,89.971,,99.413,98.534,97.067,97.067,100,94.044,,95.894,95.601,97.947,95.294,,,95.882,95.882,95.882,95.882,96.774,89.086,96.774,89.198,89.971,95.601,99.413,98.24,97.654,96.188,100,97.654,98.534,98.534,99.12,97.361,98.534,89.349,96.188,96.188,96.481,98.534,98.827,92.669,98.534,98.534,98.534,95.894,95.894,99.707,97.361,97.361,99.413,,98.24,97.361,99.12,97.361,96.774,99.413,100
PP_5136,96.516,98.432,98.07,98.258,98.258,98.78,96.516,97.895,96.69,,90.368,95.993,,96.14,95.993,96.69,100,100,98.258,98.258,87.741,98.78,96.316,96.14,87.741,91.887,83.187,,97.895,98.772,96.667,95.439,100,87.741,,92.469,92.469,95.993,89.594,,,89.771,89.771,89.771,89.771,96.667,83.187,96.667,84.588,83.363,92.593,98.07,98.772,96.316,91.182,100,95.965,98.421,98.421,99.123,95.965,98.421,83.538,92.376,92.143,91.358,98.772,98.772,87.566,98.596,98.596,98.772,92.416,92.416,99.474,,91.711,98.596,,96.491,91.887,98.258,91.769,96.69,98.084,100
PP_5137,96.307,98.864,99.148,99.148,99.148,99.148,97.443,99.148,96.875,95.439,94.813,97.727,,96.591,97.727,96.875,100,100,99.148,99.148,90.962,98.58,96.875,97.443,88.506,92.33,86.819,,99.148,98.295,96.875,96.875,100,89.08,,93.182,93.182,97.443,91.193,,,90.625,90.625,90.625,90.625,97.727,87.106,97.727,,87.106,92.898,99.148,98.011,97.443,92.55,100,97.159,99.148,99.148,98.295,98.011,99.148,85.96,94.034,94.318,94.253,99.148,99.432,87.288,98.295,98.295,98.295,93.182,93.182,98.864,,92.33,98.864,,97.443,92.33,99.148,91.477,97.727,99.148,100
PP_5138,95.47,98.962,99.308,98.962,98.962,98.962,93.426,99.654,95.156,,88.927,93.772,,95.156,93.772,94.81,100,100,98.962,98.962,85.664,98.962,95.122,93.08,83.624,91.003,78.246,,99.654,99.308,95.156,94.464,100,83.86,,91.696,92.042,93.426,89.273,,,88.927,88.927,88.927,88.927,95.848,78.596,95.848,77.895,78.947,93.08,99.308,99.308,93.426,88.581,100,94.464,98.962,98.962,98.962,94.118,98.962,78.246,93.08,93.426,89.619,98.962,95.502,86.505,99.308,99.308,99.308,91.696,91.696,98.962,92.734,91.003,99.654,,93.426,91.003,98.962,90.311,95.848,99.308,100
PP_5139,91.867,98.533,97.745,99.067,99.067,98.933,94.533,97.872,92,,87.234,94.133,84.254,90.933,94.133,93.733,100,100,99.067,98.8,84.595,99.067,91.733,94.667,80.965,89.067,74.138,,97.872,98.143,92,91.867,100,80.996,68.293,89.867,89.2,93.2,90.096,84.93,91.956,90.096,90.096,90.096,90.096,95.067,74.935,95.067,,74.138,90,97.745,98.143,94.667,88.133,100,94.267,98.8,98.8,99.067,94.267,98.933,74.74,91.817,91.54,87.766,99.067,99.2,85.771,98.537,98.537,98.143,90.8,90.8,98.4,94.8,89.067,98.267,91.09,94.533,88.933,98.8,88.4,95.2,97.745,100
PP_5140,96.599,99.32,99.315,99.32,99.32,99.32,96.599,99.32,96.599,95.918,91.837,98.639,86.395,97.279,98.639,97.959,100,100,99.32,99.32,83.673,99.32,96.599,97.279,83.673,91.837,75.839,,99.32,99.32,97.279,97.279,100,83.673,61.224,93.197,93.197,96.599,91.156,89.796,93.197,91.837,91.837,91.837,91.837,97.959,77.181,97.959,71.141,75.839,97.279,99.315,99.32,97.279,93.197,100,97.959,99.32,99.32,99.32,98.639,99.32,75.839,90.476,91.837,91.156,99.32,99.32,90.476,99.32,99.32,99.32,95.918,95.918,99.32,97.279,93.197,99.32,93.197,96.599,92.517,99.32,92.517,97.959,99.315,100
PP_5141,99.69,99.69,99.69,99.69,,99.69,97.523,99.69,99.69,,97.214,98.142,95.666,99.381,98.142,97.833,100,100,99.69,,92.879,99.69,99.69,96.904,91.331,97.523,83.901,,99.69,99.69,99.69,98.452,100,91.331,,97.214,97.214,97.523,97.214,90.093,98.762,97.214,97.214,97.214,97.214,98.142,85.449,98.142,,83.901,98.142,99.69,99.69,97.214,97.523,100,97.214,99.381,99.381,99.69,98.142,99.381,85.139,96.594,97.214,95.975,99.69,99.381,93.808,99.69,99.69,99.69,97.833,97.833,99.69,96.904,97.833,99.69,98.762,97.523,97.833,,97.833,98.142,99.69,100
PP_5142,93.284,95.896,96.269,95.896,95.896,95.522,95.522,96.269,93.284,,94.361,95.522,94.03,93.284,95.522,95.522,100,100,95.896,95.896,92.164,95.896,93.284,95.522,91.418,95.149,87.687,,96.269,100,93.284,94.403,100,91.418,78.277,94.361,94.361,95.522,94.776,91.045,94.776,94.403,94.403,94.403,94.403,95.896,91.188,95.896,86.842,87.687,94.776,96.269,100,95.522,94.737,100,95.522,95.896,95.896,95.896,95.522,95.896,91.188,92.91,92.91,94.737,95.896,95.896,94.403,99.627,100,100,94.776,94.776,95.896,95.522,95.149,96.269,94.776,95.522,95.149,95.896,95.149,95.896,96.269,100
PP_5143,96.154,99.615,98.846,100,100,99.615,96.923,98.846,96.154,,93.077,96.538,90,96.538,96.538,96.538,100,100,100,100,91.154,100,96.538,96.923,89.231,95,82.692,,98.846,97.308,96.154,96.154,100,89.231,76.834,92.692,93.077,96.923,91.538,90.385,95.769,91.538,91.538,91.538,91.538,95.385,85.328,95.385,,83.077,94.231,98.846,97.308,96.923,93.077,100,97.308,100,100,99.615,96.538,100,85,93.462,93.846,92.692,100,100,90.769,97.308,97.308,97.308,93.077,93.077,100,96.923,95,98.846,96.154,96.923,95,100,94.231,95.385,98.846,100
PP_5144,91.093,99.19,97.177,99.19,99.19,99.19,92.339,98.387,89.919,,85.484,,79.032,89.113,91.935,92.742,100,100,99.19,98.785,80.242,98.381,89.919,92.339,78.226,89.516,68.952,,98.387,96.356,89.919,91.129,100,78.226,,86.694,85.081,91.935,84.146,78.049,85.887,84.553,84.553,84.553,84.553,92.339,68.952,92.742,,68.952,88.71,97.177,96.356,92.339,83.468,100,91.532,99.19,99.19,98.785,91.935,99.19,68.548,87.449,86.235,86.29,99.19,99.19,76.613,95.951,95.951,96.356,88.71,88.71,98.381,92.339,88.71,97.984,87.5,92.339,88.71,98.785,87.903,92.339,97.177,100
PP_5145,98.946,100,99.868,100,100,100,99.078,99.868,98.946,,,98.946,97.233,99.078,98.946,99.078,100,100,100,100,94.466,100,99.078,98.946,93.544,98.155,91.963,,99.868,99.473,98.946,99.341,100,93.544,,95.652,95.52,98.946,96.443,94.157,98.287,96.443,96.443,96.443,96.443,99.473,91.678,99.473,90.777,91.963,98.814,99.736,99.473,98.946,96.838,100,99.078,100,100,99.868,98.946,100,91.436,99.078,99.209,96.179,100,100,96.574,99.473,99.473,99.473,98.551,98.551,100,98.946,98.155,99.868,98.551,99.078,98.287,100,98.419,99.473,99.868,100
PP_5146,100,100,100,100,99.371,100,100,100,100,,99.371,100,99.371,100,100,100,100,99.275,99.371,99.371,98.113,100,100,100,97.484,100,97.484,,100,100,100,100,100,97.484,89.937,99.371,99.371,100,99.371,98.113,100,99.371,99.371,99.371,99.371,100,97.484,100,97.484,97.484,100,100,100,100,99.371,100,100,100,100,100,100,100,97.484,100,100,98.742,100,100,99.371,100,100,100,100,100,100,100,100,100,100,100,100,99.371,100,100,100,100
