contig-100_0_0,K11891
contig-100_15_3296,
contig-100_15_3297,
contig-100_15_3298,K00014
contig-100_15_3299,K02624
contig-100_15_3300,
contig-100_15_3301,K02257
contig-100_15_3302,K02300
contig-100_15_3303,K02299
contig-100_15_3304,K02298
contig-100_15_3305,K02297
contig-100_15_3306,K08218
contig-100_15_3307,K07286
contig-100_15_3308,K05527
contig-100_15_3309,K03545
contig-100_15_3310,K01358
contig-100_15_3311,K03544
contig-100_15_3312,K01338
contig-100_15_3313,K03530
contig-100_15_3314,K03770
contig-100_15_3315,K02237
contig-100_15_3316,K12500
contig-100_15_3317,K06920
contig-100_15_3318,
contig-100_15_3319,K11938
contig-100_15_3320,K01738
contig-100_15_3321,K05800
contig-100_15_3322,K18889
contig-100_15_3323,K18890
contig-100_15_3324,K04752
contig-100_15_3325,K03320
contig-100_15_3326,K10805
contig-100_15_3327,K09914
contig-100_15_3328,K07443
contig-100_15_3329,
contig-100_15_3330,
contig-100_15_3331,
contig-100_15_3332,
contig-100_15_3333,
contig-100_15_3334,
contig-100_16_3335,K20264
contig-100_16_3336,K20263
contig-100_16_3337,K07783
contig-100_16_3338,K02012
contig-100_16_3339,K02011
contig-100_16_3340,K02010
contig-100_16_3341,K00547
contig-100_16_3342,K16235
contig-100_16_3343,
contig-100_16_3344,K16238
contig-100_16_3345,K03735
contig-100_16_3346,K03736
contig-100_16_3347,K01999
contig-100_16_3348,K01997
contig-100_16_3349,K01998
contig-100_16_3350,K01995
contig-100_16_3351,K01996
contig-100_16_3352,
contig-100_16_3353,K02030
contig-100_16_3354,K02028
contig-100_16_3355,K02029
contig-100_16_3356,K02029
contig-100_16_3357,
contig-100_16_3358,K21968
contig-100_16_3359,K21967
contig-100_16_3360,K21966
contig-100_16_3361,K21965
contig-100_16_3362,K21964
contig-100_16_3363,
contig-100_16_3364,K02041
contig-100_16_3365,K02044
contig-100_16_3366,K02042
contig-100_16_3367,K02042
contig-100_16_3368,
contig-100_16_3369,K07090
contig-100_16_3370,
contig-100_16_3371,
contig-100_16_3372,K15555
contig-100_16_3373,K15554
contig-100_16_3374,K15553
contig-100_16_3375,
contig-100_16_3376,K13695
contig-100_16_3377,K11929
contig-100_16_3378,K00931
contig-100_16_3379,K00147
contig-100_16_3380,
contig-100_16_3381,K07345
contig-100_16_3382,
contig-100_16_3383,K07347
contig-100_16_3384,
contig-100_16_3385,
contig-100_16_3386,
contig-100_16_3387,
contig-100_16_3388,
contig-100_16_3389,
contig-100_16_3390,K07350
contig-100_16_3391,K07349
contig-100_16_3392,K07348
contig-100_16_3393,K07347
contig-100_16_3394,K07346
contig-100_16_3395,K07351
contig-100_16_3396,K07345
contig-100_16_3397,
contig-100_16_3398,
contig-100_16_3399,
contig-100_16_3400,K03824
contig-100_16_3401,K09982
contig-100_16_3402,K01686
contig-100_16_3403,K00040
contig-100_16_3404,K13637
contig-100_16_3405,
contig-100_16_3406,K02014
contig-100_16_3407,
contig-100_16_3408,K00135
contig-100_16_3409,K03606
contig-100_16_3410,K20920
contig-100_16_3411,K20988
contig-100_16_3412,K16554
contig-100_16_3413,
contig-100_16_3414,
contig-100_16_3415,
contig-100_16_3416,
contig-100_16_3417,
contig-100_16_3418,
contig-100_16_3419,
contig-100_16_3420,K03819
contig-100_16_3421,K11926
contig-100_16_3422,K11750
contig-100_16_3423,K00769
contig-100_16_3424,K01270
contig-100_16_3425,K02839
contig-100_16_3426,K18148
contig-100_16_3427,K03830
contig-100_16_3428,K02346
contig-100_16_3429,
contig-100_16_3430,K05952
contig-100_16_3431,K00351
contig-100_16_3432,K00350
contig-100_16_3433,K00349
contig-100_16_3434,K00348
contig-100_16_3435,K00347
contig-100_16_3436,K00346
contig-100_16_3437,
contig-100_16_3438,
contig-100_16_3439,K03271
contig-100_16_3440,K06445
contig-100_16_3441,K13566
contig-100_16_3442,K02342
contig-100_16_3443,K03469
contig-100_16_3444,
contig-100_16_3445,K01069
contig-100_16_3446,K08307
contig-100_16_3447,
contig-100_16_3448,
contig-100_16_3449,K19577
contig-100_16_3450,
contig-100_16_3451,K06222
contig-100_16_3452,K11911
contig-100_16_3453,K11910
contig-100_16_3454,K11907
contig-100_16_3455,K11903
contig-100_16_3456,K11900
contig-100_16_3457,K11901
contig-100_17_3458,
contig-100_17_3459,K13727
contig-100_17_3460,K07806
contig-100_17_3461,K10012
contig-100_17_3462,K10011
contig-100_17_3463,K13014
contig-100_17_3464,K07264
contig-100_17_3465,K12962
contig-100_17_3466,K12963
contig-100_17_3467,
contig-100_17_3468,
contig-100_17_3469,
contig-100_17_3470,K09125
contig-100_17_3471,K04085
contig-100_17_3472,K01534
contig-100_17_3473,
contig-100_17_3474,
contig-100_17_3475,K08993
contig-100_17_3476,K08316
contig-100_17_3477,K03110
contig-100_17_3478,K09812
contig-100_17_3479,K09811
contig-100_17_3480,K03089
contig-100_17_3481,K00375
contig-100_17_3482,K00823
contig-100_17_3483,
contig-100_17_3484,K01999
contig-100_17_3485,
contig-100_17_3486,K01999
contig-100_17_3487,K01997
contig-100_17_3488,K01998
contig-100_17_3489,K01995
contig-100_17_3490,K01996
contig-100_17_3491,K01685
contig-100_17_3492,
contig-100_17_3493,K22397
contig-100_17_3494,
contig-100_17_3495,K05813
contig-100_17_3496,K05814
contig-100_17_3497,K05815
contig-100_17_3498,K05816
contig-100_17_3499,K01126
contig-100_17_3500,
contig-100_17_3501,K00681
contig-100_17_3502,K03825
contig-100_17_3503,
contig-100_17_3504,
contig-100_17_3505,K06911
contig-100_17_3506,K06145
contig-100_17_3507,K00851
contig-100_17_3508,K06156
contig-100_17_3509,K00133
contig-100_17_3510,K00700
contig-100_17_3511,K02438
contig-100_17_3512,K00975
contig-100_17_3513,K00703
contig-100_17_3514,K00688
contig-100_17_3515,K02040
contig-100_17_3516,
contig-100_17_3517,
contig-100_17_3518,
contig-100_17_3519,K00111
contig-100_17_3520,K02439
contig-100_17_3521,K02441
contig-100_17_3522,K02444
contig-100_17_3523,K14414
contig-100_17_3524,K14415
contig-100_17_3525,K01974
contig-100_17_3526,K03556
contig-100_17_3527,K00688
contig-100_17_3528,K00705
contig-100_17_3529,K01610
contig-100_17_3530,K04083
contig-100_17_3531,K04762
contig-100_17_3532,K20881
contig-100_17_3533,
contig-100_17_3534,K08312
contig-100_17_3535,K05366
contig-100_17_3536,K12288
contig-100_17_3537,K12289
contig-100_17_3538,
contig-100_17_3539,K02507
contig-100_17_3540,K00891
contig-100_17_3541,K01735
contig-100_17_3542,K03112
contig-100_17_3543,K06223
contig-100_17_3544,K01783
contig-100_17_3545,K01091
contig-100_17_3546,K01867
contig-100_17_3547,K02302
contig-100_17_3548,K02598
contig-100_17_3549,K00363
contig-100_17_3550,K00362
contig-100_17_3551,K01485
contig-100_17_3552,K06141
contig-100_17_3553,K03767
contig-100_17_3554,
contig-100_17_3555,K04095
contig-100_17_3556,K01664
contig-100_17_3557,K00821
contig-100_17_3558,
contig-100_17_3559,K10914
contig-100_17_3560,K07397
contig-100_17_3561,K00855
contig-100_17_3562,K09898
contig-100_17_3563,K07019
contig-100_17_3564,K06158
contig-100_17_3565,K11748
contig-100_17_3566,K11747
contig-100_17_3567,K07070
contig-100_17_3568,K03775
contig-100_17_3569,K03745
contig-100_17_3570,K03772
contig-100_17_3571,
contig-100_17_3572,K07235
contig-100_17_3573,K07236
contig-100_17_3574,K07237
contig-100_17_3575,K02950
contig-100_17_3576,K02992
contig-100_17_3577,K02355
contig-100_18_3578,K02028
contig-100_18_3579,K02029
contig-100_18_3580,K02029
contig-100_18_3581,K02030
contig-100_18_3582,K00375
contig-100_18_3583,
contig-100_18_3584,
contig-100_18_3585,K06016
contig-100_18_3586,K01426
contig-100_18_3587,K02031
contig-100_18_3588,K02032
contig-100_18_3589,K02034
contig-100_18_3590,K02033
contig-100_18_3591,K02035
contig-100_18_3592,K06048
contig-100_18_3593,
contig-100_18_3594,
contig-100_18_3595,
contig-100_18_3596,
contig-100_18_3597,
contig-100_18_3598,
contig-100_18_3599,
contig-100_18_3600,K02014
contig-100_18_3601,K18325
contig-100_18_3602,
contig-100_18_3603,
contig-100_18_3604,
contig-100_18_3605,K10679
contig-100_18_3606,
contig-100_18_3607,K19507
contig-100_18_3608,
contig-100_18_3609,K19509
contig-100_18_3610,
contig-100_18_3611,
contig-100_18_3612,
contig-100_18_3613,
contig-100_18_3614,
contig-100_18_3615,
contig-100_18_3616,K16053
contig-100_18_3617,
contig-100_18_3618,K03574
contig-100_18_3619,
contig-100_18_3620,K21964
contig-100_18_3621,K21965
contig-100_18_3622,K21966
contig-100_18_3623,K21967
contig-100_18_3624,K21968
contig-100_18_3625,
contig-100_18_3626,
contig-100_18_3627,
contig-100_18_3628,
contig-100_18_3629,
contig-100_18_3630,K11732
contig-100_18_3631,K02014
contig-100_18_3632,
contig-100_18_3633,
contig-100_18_3634,K10013
contig-100_18_3635,K01451
contig-100_18_3636,
contig-100_18_3637,
contig-100_18_3638,K00847
contig-100_18_3639,K16077
contig-100_18_3640,K02810
contig-100_18_3641,K01193
contig-100_18_3642,K03484
contig-100_18_3643,K03488
contig-100_18_3644,K01223
contig-100_18_3645,K02757
contig-100_18_3646,K03566
contig-100_18_3647,K01997
contig-100_18_3648,K01998
contig-100_18_3649,K01995
contig-100_18_3650,K01996
contig-100_18_3651,K01999
contig-100_18_3652,
contig-100_18_3653,K06016
contig-100_18_3654,K17214
contig-100_18_3655,K17215
contig-100_18_3656,K17213
contig-100_18_3657,K02529
contig-100_18_3658,K00010
contig-100_18_3659,
contig-100_18_3660,
contig-100_18_3661,
contig-100_18_3662,K04567
contig-100_18_3663,K03305
contig-100_18_3664,K01582
contig-100_18_3665,K03757
contig-100_18_3666,
contig-100_18_3667,K03765
contig-100_18_3668,
contig-100_18_3669,
contig-100_18_3670,
contig-100_18_3671,
contig-100_18_3672,K18650
contig-100_18_3673,
contig-100_18_3674,
contig-100_18_3675,
contig-100_18_3676,
contig-100_18_3677,K07507
contig-100_18_3678,
contig-100_18_3679,K06167
contig-100_18_3680,K02027
contig-100_18_3681,
contig-100_18_3682,K05517
contig-100_18_3683,K06141
contig-100_18_3684,K03784
contig-100_18_3685,
contig-100_18_3686,
contig-100_18_3687,
contig-100_18_3688,K01491
contig-100_18_3689,K14761
contig-100_18_3690,K01883
contig-100_18_3691,K03768
contig-100_18_3692,K03269
contig-100_18_3693,
contig-100_18_3694,K01588
contig-100_18_3695,K01589
contig-100_19_3696,K03695
contig-100_19_3697,K05810
contig-100_19_3698,K06180
contig-100_19_3699,K05807
contig-100_19_3700,K05809
contig-100_19_3701,K14170
contig-100_19_3702,K14274
contig-100_19_3703,K14187
contig-100_19_3704,K01626
contig-100_19_3705,
contig-100_19_3706,K21021
contig-100_19_3707,
contig-100_19_3708,
contig-100_19_3709,
contig-100_19_3710,
contig-100_19_3711,K02884
contig-100_19_3712,K00554
contig-100_19_3713,K02860
contig-100_19_3714,K02959
contig-100_19_3715,K03106
contig-100_19_3716,
contig-100_19_3717,
contig-100_19_3718,K03687
contig-100_19_3719,K00858
contig-100_19_3720,K03631
contig-100_19_3721,K06186
contig-100_19_3722,K09801
contig-100_19_3723,
contig-100_19_3724,K03664
contig-100_19_3725,
contig-100_19_3726,
contig-100_19_3727,
contig-100_19_3728,
contig-100_19_3729,K03724
contig-100_19_3730,
contig-100_19_3731,
contig-100_19_3732,
contig-100_19_3733,K07733
contig-100_19_3734,
contig-100_19_3735,
contig-100_19_3736,
contig-100_19_3737,
contig-100_19_3738,
contig-100_19_3739,
contig-100_19_3740,
contig-100_19_3741,
contig-100_19_3742,K03630
contig-100_19_3743,
contig-100_19_3744,K18838
contig-100_19_3745,K18837
contig-100_19_3746,
contig-100_19_3747,
contig-100_19_3748,
contig-100_19_3749,
contig-100_19_3750,
contig-100_19_3751,
contig-100_19_3752,
contig-100_19_3753,
contig-100_19_3754,
contig-100_19_3755,K23184
contig-100_19_3756,K23182
contig-100_19_3757,K23183
contig-100_19_3758,K23181
contig-100_19_3759,K16091
contig-100_19_3760,K07165
contig-100_19_3761,K23514
contig-100_19_3762,K03651
contig-100_19_3763,
contig-100_19_3764,K02791
contig-100_19_3765,
contig-100_19_3766,
contig-100_19_3767,K21699
contig-100_19_3768,K12255
contig-100_19_3769,
contig-100_19_3770,
contig-100_19_3771,K02030
contig-100_19_3772,K02028
contig-100_19_3772,K02029
contig-100_19_3773,
contig-100_19_3774,K12972
contig-100_19_3775,
contig-100_19_3776,
contig-100_19_3777,
contig-100_19_3778,K03566
contig-100_19_3779,K01713
contig-100_19_3780,
contig-100_19_3781,
contig-100_19_3782,K07347
contig-100_19_3783,
contig-100_19_3784,K07345
contig-100_19_3785,K00138
contig-100_19_3786,K21405
contig-100_19_3787,
contig-100_19_3788,
contig-100_19_3789,
contig-100_19_3790,K11685
contig-100_19_3791,
contig-100_19_3792,
contig-100_19_3793,
contig-100_19_3794,K00375
contig-100_19_3795,
contig-100_19_3796,K06191
contig-100_19_3797,K03647
contig-100_19_3798,K00525
contig-100_19_3799,K00526
contig-100_19_3800,K02000
contig-100_19_3801,K02001
contig-100_19_3802,K02002
contig-100_19_3803,
contig-100_19_3804,
contig-100_19_3805,K15974
contig-100_19_3806,K03543
contig-100_19_3807,K03446
contig-100_19_3808,K01649
contig-100_19_3809,
contig-100_19_3810,K07173
contig-100_19_3811,K01919
contig-100_19_3812,
contig-100_19_3813,
contig-100_19_3814,
contig-100_20_3815,K01776
contig-100_20_3816,K16092
contig-100_20_3817,K00557
contig-100_20_3818,
contig-100_20_3819,K22105
contig-100_20_3820,K00322
contig-100_20_3821,K04761
contig-100_20_3822,K01755
contig-100_20_3823,K00930
contig-100_20_3824,K00145
contig-100_20_3825,K01438
contig-100_20_3826,K01595
contig-100_20_3827,
contig-100_20_3828,
contig-100_20_3829,
contig-100_20_3830,K08314
contig-100_20_3831,K00005
contig-100_20_3832,K03436
contig-100_20_3833,
contig-100_20_3834,K00297
contig-100_20_3835,
contig-100_20_3836,K01607
contig-100_20_3837,K11751
contig-100_20_3838,
contig-100_20_3839,K12525
contig-100_20_3840,K01739
contig-100_20_3841,K03764
contig-100_20_3842,
contig-100_20_3843,
contig-100_20_3844,K02909
contig-100_20_3845,K04066
contig-100_20_3846,K05499
contig-100_20_3847,K03591
contig-100_20_3848,K01419
contig-100_20_3849,K03667
contig-100_20_3850,K02548
contig-100_20_3851,K02553
contig-100_20_3852,
contig-100_20_3853,
contig-100_20_3854,K00850
contig-100_20_3855,K13283
contig-100_20_3856,K06006
contig-100_20_3857,K07662
contig-100_20_3858,K07640
contig-100_20_3859,
contig-100_20_3860,K04564
contig-100_20_3861,K02856
contig-100_20_3862,K02854
contig-100_20_3863,K02855
contig-100_20_3864,K00848
contig-100_20_3865,K01813
contig-100_20_3866,K01629
contig-100_20_3867,K10559
contig-100_20_3868,K10562
contig-100_20_3869,K10560
contig-100_20_3870,K10561
contig-100_20_3871,K00001
contig-100_20_3872,K03534
contig-100_20_3873,
contig-100_20_3874,K03292
contig-100_20_3875,K02529
contig-100_20_3876,
contig-100_20_3877,K00633
contig-100_20_3878,K02532
contig-100_20_3879,K07407
contig-100_20_3880,K02529
contig-100_20_3881,
contig-100_20_3882,
contig-100_20_3883,
contig-100_20_3884,
contig-100_20_3885,
contig-100_20_3886,K02821
contig-100_20_3887,
contig-100_20_3888,K01624
contig-100_20_3889,K03475
contig-100_20_3890,K02822
contig-100_20_3891,K00850
contig-100_20_3892,
contig-100_20_3893,
contig-100_20_3894,K02379
contig-100_20_3895,K00123
contig-100_20_3896,K00123
contig-100_20_3897,K00124
contig-100_20_3898,K00127
contig-100_20_3899,K02380
contig-100_20_3900,K01066
contig-100_20_3901,
contig-100_20_3902,K07560
contig-100_20_3903,K07058
contig-100_20_3904,K20866
contig-100_20_3905,K06207
contig-100_20_3906,K01915
contig-100_20_3907,K07708
contig-100_20_3908,K07712
contig-100_20_3909,K02495
contig-100_20_3910,K09894
contig-100_20_3911,K03978
contig-100_20_3912,K02335
contig-100_20_3913,
contig-100_20_3914,K03673
contig-100_20_3915,
contig-100_20_3916,K09896
contig-100_20_3917,K03752
contig-100_20_3918,K03753
contig-100_21_3919,
contig-100_21_3920,
contig-100_21_3921,K09889
contig-100_21_3922,K03592
contig-100_21_3923,K15536
contig-100_21_3924,
contig-100_21_3925,
contig-100_21_3926,
contig-100_21_3927,
contig-100_21_3928,
contig-100_21_3929,K01465
contig-100_21_3930,K01042
contig-100_21_3931,
contig-100_21_3932,K07404
contig-100_21_3933,
contig-100_21_3934,K04068
contig-100_21_3935,K21636
contig-100_21_3936,
contig-100_21_3937,K02760
contig-100_21_3938,K01222
contig-100_21_3939,K02761
contig-100_21_3940,K01226
contig-100_21_3941,K02819
contig-100_21_3942,K03485
contig-100_21_3943,K01531
contig-100_21_3944,K09022
contig-100_21_3945,K21712
contig-100_21_3946,
contig-100_21_3947,K00610
contig-100_21_3948,K00609
contig-100_21_3949,K19334
contig-100_21_3950,
contig-100_21_3951,K10710
contig-100_21_3952,
contig-100_21_3953,
contig-100_21_3954,K03710
contig-100_21_3955,K00611
contig-100_21_3956,K09893
contig-100_21_3957,K06169
contig-100_21_3958,
contig-100_21_3959,K03828
contig-100_21_3960,K01873
contig-100_21_3961,K02339
contig-100_21_3962,K01255
contig-100_21_3963,K07091
contig-100_21_3964,K11720
contig-100_21_3965,K06915
contig-100_21_3966,K06606
contig-100_21_3967,K00140
contig-100_21_3968,K03337
contig-100_21_3969,
contig-100_21_3970,K03338
contig-100_21_3971,K03336
contig-100_21_3972,K00010
contig-100_21_3973,K06605
contig-100_21_3974,K03335
contig-100_21_3975,K06609
contig-100_21_3976,K05813
contig-100_21_3977,K05816
contig-100_21_3978,K03651
contig-100_21_3979,K05815
contig-100_21_3980,K05814
contig-100_21_3981,K12957
contig-100_21_3982,K19173
contig-100_21_3983,K19174
contig-100_21_3984,K19175
contig-100_21_3985,
contig-100_21_3986,
contig-100_21_3987,K19172
contig-100_21_3988,K19171
contig-100_21_3989,K19170
contig-100_21_3990,K19169
contig-100_21_3991,
contig-100_21_3992,
contig-100_21_3993,
contig-100_21_3994,
contig-100_21_3995,K19048
contig-100_21_3996,K01173
contig-100_21_3997,
contig-100_21_3998,K03484
contig-100_21_3999,K11477
contig-100_21_4000,K01639
contig-100_21_4001,
contig-100_21_4002,
contig-100_21_4003,
contig-100_21_4004,
contig-100_21_4005,
contig-100_21_4006,
contig-100_21_4007,
contig-100_21_4008,K03787
contig-100_21_4009,K18850
contig-100_22_4010,K00230
contig-100_22_4011,K03498
contig-100_22_4012,
contig-100_22_4013,K01271
contig-100_22_4014,K01825
contig-100_22_4015,K00632
contig-100_22_4016,
contig-100_22_4017,K05368
contig-100_22_4018,K03182
contig-100_22_4019,K05785
contig-100_22_4020,K03424
contig-100_22_4021,K03118
contig-100_22_4022,K03117
contig-100_22_4023,K03116
contig-100_22_4024,K03688
contig-100_22_4025,K03690
contig-100_22_4026,K03183
contig-100_22_4027,K09760
contig-100_22_4028,K00757
contig-100_22_4029,K01061
contig-100_22_4030,K02030
contig-100_22_4031,K06871
contig-100_22_4032,K03710
contig-100_22_4033,
contig-100_22_4034,K02810
contig-100_22_4035,K00549
contig-100_22_4036,K03576
contig-100_22_4037,
contig-100_22_4038,
contig-100_22_4039,K01048
contig-100_22_4040,K05834
contig-100_22_4041,
contig-100_22_4042,K05835
contig-100_22_4043,K03654
contig-100_22_4044,K01058
contig-100_22_4045,
contig-100_22_4046,K05786
contig-100_22_4047,K03284
contig-100_22_4048,K03657
contig-100_22_4049,K20862
contig-100_22_4050,K03733
contig-100_22_4051,K09921
contig-100_22_4052,K01778
contig-100_22_4053,
contig-100_22_4054,K00375
contig-100_22_4055,
contig-100_22_4056,
contig-100_22_4057,
contig-100_22_4058,K06202
contig-100_22_4059,K05851
contig-100_22_4060,K01749
contig-100_22_4061,K01719
contig-100_22_4062,K02496
contig-100_22_4063,K02498
contig-100_22_4064,K03293
contig-100_22_4065,K02852
contig-100_22_4066,K02853
contig-100_22_4067,K12582
contig-100_22_4068,K16693
contig-100_22_4069,K02805
contig-100_22_4070,K16704
contig-100_22_4071,K00973
contig-100_22_4072,K01710
contig-100_22_4073,K02472
contig-100_22_4074,K01791
contig-100_22_4075,K05790
contig-100_22_4076,K02851
contig-100_22_4077,K03628
contig-100_22_4078,K03671
contig-100_22_4079,K03732
contig-100_22_4080,
contig-100_22_4081,K01524
contig-100_22_4082,
contig-100_22_4083,K14333
contig-100_22_4084,K07150
contig-100_22_4085,K03710
contig-100_22_4086,
contig-100_22_4087,K03457
contig-100_22_4088,
contig-100_22_4089,K03656
contig-100_22_4090,K03811
contig-100_22_4091,K00757
contig-100_22_4092,
contig-100_22_4093,K03769
contig-100_22_4094,K03769
contig-100_22_4095,K00053
contig-100_22_4096,K02521
contig-100_22_4097,
contig-100_22_4098,K01754
contig-100_22_4099,K01687
contig-100_22_4100,K00826
contig-100_22_4101,K11258
contig-100_22_4102,K01652
contig-100_22_4103,K07391
contig-100_22_4104,K09897
contig-100_22_4105,K23773
contig-100_23_4106,
contig-100_23_4107,K04691
contig-100_23_4108,K04772
contig-100_23_4109,K09908
contig-100_23_4110,K06916
contig-100_23_4111,K02871
contig-100_23_4112,K02996
contig-100_23_4113,K03599
contig-100_23_4114,K03600
contig-100_23_4115,
contig-100_23_4116,
contig-100_23_4117,
contig-100_23_4118,
contig-100_23_4119,
contig-100_23_4120,K00266
contig-100_23_4121,K00265
contig-100_23_4122,K07139
contig-100_23_4123,K01686
contig-100_23_4124,K07648
contig-100_23_4125,
contig-100_23_4126,K03814
contig-100_23_4127,K08485
contig-100_23_4128,K06958
contig-100_23_4129,K02806
contig-100_23_4130,K05808
contig-100_23_4131,K03092
contig-100_23_4132,K06861
contig-100_23_4133,K09774
contig-100_23_4134,K11719
contig-100_23_4135,K03270
contig-100_23_4136,K06041
contig-100_23_4137,K07301
contig-100_23_4138,K02065
contig-100_23_4139,K02066
contig-100_23_4140,K02067
contig-100_23_4141,K07323
contig-100_23_4142,K07122
contig-100_23_4143,
contig-100_23_4144,K00790
contig-100_23_4145,K07724
contig-100_23_4146,K02523
contig-100_23_4147,K02888
contig-100_23_4148,K02899
contig-100_23_4149,
contig-100_23_4150,K03979
contig-100_23_4151,K07259
contig-100_23_4152,K03624
contig-100_23_4153,K07574
contig-100_23_4154,K02427
contig-100_23_4155,K03798
contig-100_23_4156,K00796
contig-100_23_4157,K03431
contig-100_23_4158,K03075
contig-100_23_4159,K01940
contig-100_23_4160,K09748
contig-100_23_4161,K02600
contig-100_23_4162,K02519
contig-100_23_4163,K02834
contig-100_23_4164,K03177
contig-100_23_4165,K02956
contig-100_23_4166,K00962
contig-100_23_4167,K05803
contig-100_23_4168,K05592
contig-100_23_4169,K03835
contig-100_23_4170,
contig-100_23_4171,
contig-100_23_4172,K08303
contig-100_23_4173,
contig-100_23_4174,K03824
contig-100_23_4175,K07461
contig-100_23_4176,K09979
contig-100_23_4177,K05520
contig-100_23_4178,
contig-100_23_4179,K07089
contig-100_23_4180,
contig-100_23_4181,
contig-100_23_4182,K12961
contig-100_23_4183,K07460
contig-100_23_4184,K07121
contig-100_23_4185,K07056
contig-100_23_4186,
contig-100_23_4187,K07347
contig-100_23_4188,
contig-100_23_4189,
contig-100_23_4190,K02436
contig-100_23_4191,K00094
contig-100_23_4192,K02775
contig-100_23_4193,K02774
contig-100_23_4194,K02773
contig-100_23_4195,K16371
contig-100_23_4196,
contig-100_23_4197,K02770
contig-100_23_4198,K16370
contig-100_23_4199,K08302
contig-100_23_4200,
contig-100_23_4201,K21621
contig-100_23_4202,K01708
contig-100_23_4203,K12299
contig-100_23_4204,K01630
contig-100_23_4205,K00042
contig-100_23_4206,K00865
contig-100_24_4207,
contig-100_24_4208,
contig-100_24_4209,
contig-100_24_4210,
contig-100_24_4211,
contig-100_24_4212,
contig-100_24_4213,
contig-100_24_4214,
contig-100_24_4215,
contig-100_24_4216,K02477
contig-100_24_4217,K02478
contig-100_24_4218,K21089
contig-100_24_4219,
contig-100_24_4220,K05846
contig-100_24_4221,K05847
contig-100_24_4222,K05846
contig-100_24_4223,K05845
contig-100_24_4224,K05349
contig-100_24_4225,K03777
contig-100_24_4226,
contig-100_24_4227,K07262
contig-100_24_4228,
contig-100_24_4229,
contig-100_24_4230,
contig-100_24_4231,
contig-100_24_4232,K01223
contig-100_24_4233,K02757
contig-100_24_4234,K03488
contig-100_24_4235,K05541
contig-100_24_4236,K22270
contig-100_24_4237,K01801
contig-100_24_4238,K16165
contig-100_24_4239,K00450
contig-100_24_4240,K08195
contig-100_24_4241,
contig-100_24_4242,K06518
contig-100_24_4243,
contig-100_24_4244,K01489
contig-100_24_4245,K03748
contig-100_24_4246,K10541
contig-100_24_4247,K10542
contig-100_24_4248,K10540
contig-100_24_4249,K02529
contig-100_24_4250,K07148
contig-100_24_4251,K01495
contig-100_24_4252,K01070
contig-100_24_4253,K16089
contig-100_24_4254,K11733
contig-100_24_4255,K06200
contig-100_24_4256,
contig-100_24_4257,
contig-100_24_4258,
contig-100_24_4259,K01151
contig-100_24_4260,K16328
contig-100_24_4261,K16324
contig-100_24_4262,K16329
contig-100_24_4263,K16328
contig-100_24_4264,K02770
contig-100_24_4265,K00882
contig-100_24_4266,K11183
contig-100_24_4267,K03291
contig-100_24_4268,K06940
contig-100_24_4269,K02356
contig-100_24_4270,
contig-100_24_4271,
contig-100_24_4272,K19803
contig-100_24_4273,K13694
contig-100_24_4274,
contig-100_24_4275,K13893
contig-100_24_4276,K13894
contig-100_24_4277,K13895
contig-100_24_4278,K13896
contig-100_24_4279,
contig-100_24_4280,K07552
contig-100_24_4281,K06183
contig-100_24_4282,K19789
contig-100_24_4283,K02897
contig-100_24_4284,
contig-100_24_4285,
contig-100_24_4286,K06899
contig-100_24_4287,K09904
contig-100_24_4288,K07014
contig-100_24_4289,K11891
contig-100_25_4290,
contig-100_25_4291,
contig-100_25_4292,K09612
contig-100_25_4293,K02302
contig-100_25_4294,K00957
contig-100_25_4295,K00956
contig-100_25_4296,K00860
contig-100_25_4297,
contig-100_25_4298,K05589
contig-100_25_4299,K00991
contig-100_25_4300,K01770
contig-100_25_4301,K06176
contig-100_25_4302,K03787
contig-100_25_4303,K00573
contig-100_25_4304,K06194
contig-100_25_4305,K03087
contig-100_25_4306,
contig-100_25_4307,
contig-100_25_4308,
contig-100_25_4309,K22489
contig-100_25_4310,K03186
contig-100_25_4311,K01612
contig-100_25_4312,K21759
contig-100_25_4313,K18922
contig-100_25_4314,K03555
contig-100_25_4315,
contig-100_25_4316,
contig-100_25_4317,K12518
contig-100_25_4318,K12519
contig-100_25_4319,
contig-100_25_4320,
contig-100_25_4321,
contig-100_25_4322,
contig-100_25_4323,
contig-100_25_4324,K03673
contig-100_25_4325,
contig-100_25_4326,K13409
contig-100_25_4327,K13888
contig-100_25_4328,K05685
contig-100_25_4329,
contig-100_25_4330,K09458
contig-100_25_4331,
contig-100_25_4332,K02078
contig-100_25_4333,K00059
contig-100_25_4334,
contig-100_25_4335,
contig-100_25_4336,
contig-100_25_4337,
contig-100_25_4338,K00048
contig-100_25_4339,K02013
contig-100_25_4340,K02015
contig-100_25_4341,K02016
contig-100_25_4342,K07225
contig-100_25_4343,K16087
contig-100_25_4344,K07401
contig-100_25_4345,
contig-100_25_4346,K11606
contig-100_25_4347,K11605
contig-100_25_4348,K11607
contig-100_25_4349,K11604
contig-100_25_4350,
contig-100_25_4351,K00847
contig-100_25_4352,K02759
contig-100_25_4353,K02761
contig-100_25_4354,K02760
contig-100_25_4355,K02761
contig-100_25_4356,K16077
contig-100_25_4357,
contig-100_25_4358,K01223
contig-100_25_4359,
contig-100_25_4360,K15836
